hotel,city,url,price,rating,stars,price_range,lowest_price,highest_price
Ле Шамбр Де Жеаннетт,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d3410243-Reviews-Les_Chambres_de_Jeannette-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,5",,8 572 руб - 9 666 руб,8 572 руб,9 666 руб
Apparteo Marseille,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d9765675-Reviews-Apparteo_Marseille-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","3,0",5 289 руб - 9 301 руб,5 289 руб,9 301 руб
Л'О Де Коллен,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d635493-Reviews-L_Eau_des_Collines-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","2,0",5 563 руб - 6 201 руб,5 563 руб,6 201 руб
Баладан Марсей Гар,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d2559207-Reviews-Ibis_Styles_Marseille_Saint_Charles-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_A.html,Как добраться,"3,5","3,0",8 481 руб - 12 037 руб,8 481 руб,12 037 руб
Кириад Марсей Паради,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d236939-Reviews-Le_M_Hotel-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,0","3,0",5 380 руб - 11 125 руб,5 380 руб,11 125 руб
La Petite Maison,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d6715639-Reviews-La_Petite_Maison-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"5,0",,11 034 руб - 13 496 руб,11 034 руб,13 496 руб
Резиданс Сервис Калипсo,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1801696-Reviews-Residence_Calypso-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","3,0",7 113 руб - 10 122 руб,7 113 руб,10 122 руб
Ле Пансион Дю Порт Де Марсей,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d2471423-Reviews-Les_Chambres_d_Hotes_du_Port_de_Marseille-Marseille_Bouches_du_Rhone_Provence_Alpes_Co.html,Как добраться,"3,5",,15 320 руб - 16 779 руб,15 320 руб,16 779 руб
Le Couvent,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d10494468-Reviews-Le_Couvent-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"5,0",,14 773 руб - 21 703 руб,14 773 руб,21 703 руб
Maison Dormoy,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d15815710-Reviews-Maison_Dormoy-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"5,0",,12 767 руб - 16 506 руб,12 767 руб,16 506 руб
Residence Carpe Diem,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d10723338-Reviews-Residence_Carpe_Diem-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0",,5 563 руб - 6 657 руб,5 563 руб,6 657 руб
MarseilleCity,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d12994995-Reviews-MarseilleCity-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,5","3,0",7 295 руб - 10 122 руб,7 295 руб,10 122 руб
Отель Эстерель,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d236937-Reviews-Hotel_Paradis-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","2,0",7 386 руб - 12 037 руб,7 386 руб,12 037 руб
App-Arte Marseille Vieux-Port,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d6419739-Reviews-App_Arte_Marseille_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,5",,26 445 руб - 44 136 руб,26 445 руб,44 136 руб
Lou Bastido,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d23274865-Reviews-Lou_Bastido-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"5,0",,8 481 руб - 9 849 руб,8 481 руб,9 849 руб
La Nuit Etoilee,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d23197923-Reviews-La_Nuit_Etoilee-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,,4 742 руб - 6 383 руб,4 742 руб,6 383 руб
La French Casa Belsunce,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d26471631-Reviews-La_French_Casa_Belsunce-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,,5 380 руб - 7 751 руб,5 380 руб,7 751 руб
Les Toits du Vieux-Port,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d27139438-Reviews-Les_Toits_du_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,,8 390 руб - 10 305 руб,8 390 руб,10 305 руб
Design Suites - Vieux Port,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d21192680-Reviews-Design_Suites_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,,6 748 руб - 10 852 руб,6 748 руб,10 852 руб
La Maison Mickael,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d23676901-Reviews-La_Maison_Mickael-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,,9 301 руб - 10 396 руб,9 301 руб,10 396 руб
Paradise Earth & Sea,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d27142272-Reviews-Paradise_Earth_Sea-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,,7 751 руб - 10 122 руб,7 751 руб,10 122 руб
Les Appartements D'edmond St Sebastien,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d16806728-Reviews-Les_Appartements_D_edmond_St_Sebastien-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote.html,Как добраться,,,7 660 руб - 11 855 руб,7 660 руб,11 855 руб
L'Orangeraie Et La Palmeraie D'Endoume,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d21388207-Reviews-L_Orangeraie_Et_La_Palmeraie_D_Endoume-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote.html,Как добраться,,,11 946 руб - 15 047 руб,11 946 руб,15 047 руб
La Calanq'Aise,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d26811880-Reviews-La_Calanq_Aise-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,,12 311 руб - 14 043 руб,12 311 руб,14 043 руб
Les Petits Pavillons,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d26664540-Reviews-Les_Petits_Pavillons-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,,14 499 руб - 20 062 руб,14 499 руб,20 062 руб
Alpinias,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d15811136-Reviews-Alpinias-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,,8 298 руб - 14 864 руб,8 298 руб,14 864 руб
Maison d'Artistes - Pavillon Southway,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d25960332-Reviews-Maison_d_Artistes_Pavillon_Southway-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_.html,Как добраться,,,12 311 руб - 14 682 руб,12 311 руб,14 682 руб
Votre Adresse De Charme Hypercentre,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d21165837-Reviews-Votre_Adresse_De_Charme_Hypercentre-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_.html,Как добраться,,,8 937 руб - 13 405 руб,8 937 руб,13 405 руб
Le Transvaal-Maison d'Hotes,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d24080503-Reviews-Le_Transvaal_Maison_d_Hotes-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,"3,0",12 311 руб - 18 421 руб,12 311 руб,18 421 руб
L’Appartement - Jardin Secret,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d26830776-Reviews-L_Appartement_Jardin_Secret-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,,12 584 руб - 18 329 руб,12 584 руб,18 329 руб
Ibis Marseille Est La Valentine,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d25430239-Reviews-Ibis_Marseille_Est_La_Valentine-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,,5 563 руб - 7 295 руб,5 563 руб,7 295 руб
Отель Мальт - Астотель,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d228694-Reviews-Hotel_Malte_Astotel-Paris_Ile_de_France.html,30 520 руб,"5,0","4,0",18 603 руб - 37 388 руб,18 603 руб,37 388 руб
Отель Астра Опера - Астотель,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d229968-Reviews-Hotel_Astra_Opera_Astotel-Paris_Ile_de_France.html,38 545 руб,"5,0","4,0",24 074 руб - 38 665 руб,24 074 руб,38 665 руб
Отель Астория - Астотель,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d230431-Reviews-Hotel_Astoria_Astotel-Paris_Ile_de_France.html,13 782 руб,"4,5","3,0",9 849 руб - 20 427 руб,9 849 руб,20 427 руб
Гран Отель Дю Пале Рояль,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d617625-Reviews-Grand_Hotel_du_Palais_Royal-Paris_Ile_de_France.html,77 384 руб,"5,0","5,0",44 592 руб - 69 852 руб,44 592 руб,69 852 руб
Новотель Пари Ле Аль,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d197424-Reviews-Novotel_Paris_Les_Halles-Paris_Ile_de_France.html,36 388 руб,"4,5","4,0",28 999 руб - 43 863 руб,28 999 руб,43 863 руб
Де Л'Осеан Отель,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d228757-Reviews-Hotel_Maison_Mere-Paris_Ile_de_France.html,23 659 руб,"5,0","4,0",17 235 руб - 30 184 руб,17 235 руб,30 184 руб
Отель 34Б - Астотель,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d9566832-Reviews-Hotel_34B_Astotel-Paris_Ile_de_France.html,16 090 руб,"5,0","3,0",11 034 руб - 23 801 руб,11 034 руб,23 801 руб
Отель Дез Ар,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d506900-Reviews-Hotel_des_Arts_Montmartre-Paris_Ile_de_France.html,25 279 руб,"4,5","4,0",16 870 руб - 29 819 руб,16 870 руб,29 819 руб
Отель Джоук - Астотель,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d287896-Reviews-Hotel_Joke_Astotel-Paris_Ile_de_France.html,16 090 руб,,"3,0",10 213 руб - 22 524 руб,10 213 руб,22 524 руб
Пасси Эйфель Отель,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d315160-Reviews-Passy_Eiffel_Hotel-Paris_Ile_de_France.html,27 725 руб,"4,5","3,0",20 336 руб - 32 373 руб,20 336 руб,32 373 руб
Отель Ля Демёр,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d276923-Reviews-Best_Western_Plus_La_Demeure-Paris_Ile_de_France.html,12 912 руб,"4,5","4,0",12 676 руб - 24 166 руб,12 676 руб,24 166 руб
Отель Терез,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d269333-Reviews-Hotel_Therese-Paris_Ile_de_France.html,30 921 руб,"4,5","3,0",21 247 руб - 36 659 руб,21 247 руб,36 659 руб
Отель Эроп Сен Северен,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d250927-Reviews-Hotel_Europe_Saint_Severin-Paris_Ile_de_France.html,16 090 руб,"4,5","3,0",11 034 руб - 32 829 руб,11 034 руб,32 829 руб
Hotel La Comtesse,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d10159593-Reviews-Hotel_La_Comtesse-Paris_Ile_de_France.html,26 608 руб,"4,5","3,0",20 153 руб - 41 310 руб,20 153 руб,41 310 руб
Отель Мариньян Пари,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d228779-Reviews-Hotel_Marignan_Champs_Elysees-Paris_Ile_de_France.html,46 013 руб,"4,5","5,0",38 209 руб - 56 082 руб,38 209 руб,56 082 руб
Отель Ля Серр,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d266280-Reviews-Cler_Hotel-Paris_Ile_de_France.html,32 039 руб,"5,0","3,0",16 323 руб - 32 373 руб,16 323 руб,32 373 руб
Пюлльман Пари Тур Эйфель,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d197985-Reviews-Pullman_Paris_Eiffel_Tower_Hotel-Paris_Ile_de_France.html,43 761 руб,"4,0","4,0",32 464 руб - 42 404 руб,32 464 руб,42 404 руб
Отель Дю Лувр,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d189700-Reviews-Hotel_du_Louvre-Paris_Ile_de_France.html,63 542 руб,"4,5","3,5",51 614 руб - 69 852 руб,51 614 руб,69 852 руб
Hotel Piapia,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d9453876-Reviews-Hotel_Piapia-Paris_Ile_de_France.html,12 912 руб,"4,5","3,0",9 940 руб - 20 336 руб,9 940 руб,20 336 руб
Отель Дю Принтамп,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d501063-Reviews-Hotel_du_Printemps-Paris_Ile_de_France.html,12 388 руб,"4,5","2,0",8 937 руб - 13 679 руб,8 937 руб,13 679 руб
Ситадин Тур Эйфель Пари,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d197659-Reviews-Citadines_Tour_Eiffel_Paris-Paris_Ile_de_France.html,21 529 руб,"4,0","3,0",19 332 руб - 28 087 руб,19 332 руб,28 087 руб
Отель Скриб Пари Манажедсoфитель,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d197577-Reviews-Sofitel_Le_Scribe_Paris_Opera-Paris_Ile_de_France.html,57 323 руб,"4,5","5,0",43 498 руб - 58 453 руб,43 498 руб,58 453 руб
"Отель Д'Англетер, Сен Жермен Де Пре",Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d194277-Reviews-Hotel_d_Angleterre_Saint_Germain_des_Pres-Paris_Ile_de_France.html,31 236 руб,"4,5","3,0",21 977 руб - 34 288 руб,21 977 руб,34 288 руб
Ситадин Престиж Сен-Жермен Де Пре,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d208096-Reviews-Citadines_Saint_Germain_des_Pres_Paris-Paris_Ile_de_France.html,30 319 руб,"4,5","4,0",20 244 руб - 31 370 руб,20 244 руб,31 370 руб
Новотель Пари Гар Монпарнас,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d597573-Reviews-Novotel_Paris_Centre_Gare_Montparnasse-Paris_Ile_de_France.html,20 690 руб,"4,0","4,0",17 326 руб - 24 439 руб,17 326 руб,24 439 руб
The People - Paris Belleville,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d8874618-Reviews-The_People_Paris_Belleville-Paris_Ile_de_France.html,Как добраться,"4,5","3,0",5 380 руб - 17 600 руб,5 380 руб,17 600 руб
Мoдерн Сен-Жермен Отель,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d197634-Reviews-Hotel_WYLD_Saint_Germain-Paris_Ile_de_France.html,11 395 руб,"4,0","3,0",11 125 руб - 22 524 руб,11 125 руб,22 524 руб
Холидей Инн Экспресс Парис-Каналь Де Ля Вильтт,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d940178-Reviews-Holiday_Inn_Express_Paris_Canal_de_la_Villette_an_IHG_Hotel-Paris_Ile_de_France.html,13 482 руб,"4,0","3,0",13 040 руб - 21 339 руб,13 040 руб,21 339 руб
Сен Кристoфер'З Пари Хостел,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d1072845-Reviews-St_Christopher_s_Inn_Canal_Paris-Paris_Ile_de_France.html,Как добраться,"4,0","2,0",3 648 руб - 13 314 руб,3 648 руб,13 314 руб
Ситадин Престиж Ле Аль,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d197426-Reviews-Citadines_Les_Halles_Paris-Paris_Ile_de_France.html,25 906 руб,"4,0","4,0",19 424 руб - 28 360 руб,19 424 руб,28 360 руб
Отель Огюстен - Астотель,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d197551-Reviews-Hotel_Augustin_Astotel-Paris_Ile_de_France.html,16 090 руб,"5,0","3,0",10 852 руб - 24 986 руб,10 852 руб,24 986 руб
Секре Де Пари,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d1633522-Reviews-Secret_de_Paris_Hotel_Spa-Paris_Ile_de_France.html,20 312 руб,"5,0","4,0",17 873 руб - 29 272 руб,17 873 руб,29 272 руб
Отель Мoльер,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d232545-Reviews-Hotel_Moliere-Paris_Ile_de_France.html,25 806 руб,"5,0","4,0",21 886 руб - 45 413 руб,21 886 руб,45 413 руб
Пoвер Отель,Париж,https://www.tripadvisor.ru/Hotel_Review-g187147-d228837-Reviews-Hotel_Grand_Powers-Paris_Ile_de_France.html,72 369 руб,"5,0","5,0",47 055 руб - 73 956 руб,47 055 руб,73 956 руб
