hotel,city,url,price,rating,stars,price_range,lowest_price,highest_price
Савасди Виладж,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g1210687-d506557-Reviews-Sawasdee_Village-Kata_Beach_Karon_Phuket.html,14 132 руб,"4,5","4,0",6 839 руб - 21 612 руб,6 839 руб,21 612 руб
Кейп Синна Отель & Виллы,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g1379324-d1216567-Reviews-Cape_Sienna_Gourmet_Hotel_Villas-Kamala_Kathu_Phuket.html,14 038 руб,"4,0","4,0",8 207 руб - 19 515 руб,8 207 руб,19 515 руб
Вестин Сирай Бэй Резорт & Спа Пхукет,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g1215781-d1741460-Reviews-The_Westin_Siray_Bay_Resort_Spa_Phuket-Phuket_Town_Phuket.html,13 671 руб,"4,0","5,0",11 581 руб - 17 509 руб,11 581 руб,17 509 руб
Наи Янг Бич Резорт,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g1215773-d633832-Reviews-Nai_Yang_Beach_Resort_Spa-Nai_Yang_Sakhu_Thalang_District_Phuket.html,6 065 руб,,"3,5",2 918 руб - 6 383 руб,2 918 руб,6 383 руб
Андаман Бич Сьютс Отель,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d455162-Reviews-Andaman_Beach_Suites_Hotel-Patong_Kathu_Phuket.html,7 886 руб,"4,0","4,0",5 016 руб - 10 761 руб,5 016 руб,10 761 руб
Блю Марин Резорт & Спа,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d575754-Reviews-Andamantra_Resort_Villa_Phuket-Patong_Kathu_Phuket.html,6 678 руб,"3,5","4,0",5 107 руб - 7 569 руб,5 107 руб,7 569 руб
Андаман Эмбрейс Резорт & Спа,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d308906-Reviews-Andaman_Embrace_Patong-Patong_Kathu_Phuket.html,10 150 руб,"4,0","4,5",6 657 руб - 11 216 руб,6 657 руб,11 216 руб
Поппа Палас Отель Пхукет,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d633687-Reviews-La_Vintage_Resort-Patong_Kathu_Phuket.html,5 196 руб,"4,0","3,0",2 645 руб - 9 119 руб,2 645 руб,9 119 руб
Oceanfront Beach Resort,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d19448858-Reviews-Oceanfront_Beach_Resort-Patong_Kathu_Phuket.html,13 477 руб,"4,5","5,0",8 207 руб - 16 870 руб,8 207 руб,16 870 руб
Noku Phuket,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g293920-d24070362-Reviews-Noku_Phuket-Phuket.html,Как добраться,"4,5","5,0",12 220 руб - 24 348 руб,12 220 руб,24 348 руб
The Beachfront Hotel Phuket,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297934-d14920919-Reviews-The_Beachfront_Hotel_Phuket-Rawai_Phuket.html,8 088 руб,"4,5","4,0",4 104 руб - 7 113 руб,4 104 руб,7 113 руб
Савадди Патонг Резорт & Спа,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d1550005-Reviews-Sawaddi_Patong_Resort_Spa_by_Tolani-Patong_Kathu_Phuket.html,5 729 руб,"4,0","4,0",4 377 руб - 8 846 руб,4 377 руб,8 846 руб
Патонг Бэй Резотел,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d2298886-Reviews-Patong_Bay_Residence-Patong_Kathu_Phuket.html,2 979 руб,"4,5","3,0",3 009 руб - 5 380 руб,3 009 руб,5 380 руб
Four Points by Sheraton Phuket Patong Beach Resort,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d19819026-Reviews-Four_Points_by_Sheraton_Phuket_Patong_Beach_Resort-Patong_Kathu_Phuket.html,22 574 руб,"4,5","4,0",11 490 руб - 18 694 руб,11 490 руб,18 694 руб
Аринара Бангтао Бич Резорт,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g2400063-d3879035-Reviews-Arinara_Beach_Resort_Phuket-Bang_Tao_Beach_Choeng_Thale_Thalang_District_Phuket.html,36 281 руб,"4,0","3,5",4 651 руб - 19 241 руб,4 651 руб,19 241 руб
The Nature Phuket,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d15023535-Reviews-The_Nature_Phuket-Patong_Kathu_Phuket.html,10 708 руб,"4,5","5,0",5 471 руб - 11 034 руб,5 471 руб,11 034 руб
Wyndham Grand Phuket Kalim Bay,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g1379324-d12009343-Reviews-Wyndham_Grand_Phuket_Kalim_Bay-Kamala_Kathu_Phuket.html,Как добраться,"4,5","5,0",8 846 руб - 19 059 руб,8 846 руб,19 059 руб
Travelodge Phuket Town,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g1215781-d23829537-Reviews-Travelodge_Phuket_Town-Phuket_Town_Phuket.html,3 340 руб,"4,5","3,0",2 736 руб - 4 560 руб,2 736 руб,4 560 руб
Panphuree Residence,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g1215773-d12455785-Reviews-Panphuree_Residence-Nai_Yang_Sakhu_Thalang_District_Phuket.html,Как добраться,"4,0","4,0",2 280 руб - 5 380 руб,2 280 руб,5 380 руб
Beyond  Patong,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d12792594-Reviews-Beyond_Patong-Patong_Kathu_Phuket.html,8 387 руб,"4,0","4,5",3 921 руб - 9 393 руб,3 921 руб,9 393 руб
Fishermen’s Harbour Urban Resort,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d7392733-Reviews-Fishermen_s_Harbour_Urban_Resort-Patong_Kathu_Phuket.html,5 090 руб,"4,5","5,0",3 830 руб - 7 113 руб,3 830 руб,7 113 руб
Anona Beachfront Phuket Resort,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d23752072-Reviews-Anona_Beachfront_Phuket_Resort-Patong_Kathu_Phuket.html,13 679 руб,"4,5","4,0",8 116 руб - 12 858 руб,8 116 руб,12 858 руб
Джива Резорт & Спа,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g1210687-d305903-Reviews-Centara_Kata_Resort_Phuket-Kata_Beach_Karon_Phuket.html,11 117 руб,"4,5","4,0",5 016 руб - 13 223 руб,5 016 руб,13 223 руб
Сансет Бич Резорт,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d506882-Reviews-Sunset_Beach_Resort-Patong_Kathu_Phuket.html,6 465 руб,"4,0","3,0",3 100 руб - 7 022 руб,3 100 руб,7 022 руб
"Империал Адамас Бич Резорт, Пхукет",Пхукет,https://www.tripadvisor.ru/Hotel_Review-g1215773-d566487-Reviews-Phuket_Marriott_Resort_and_Spa_Nai_Yang_Beach-Nai_Yang_Sakhu_Thalang_District_Phuket.html,32 183 руб,"4,5","5,0",12 767 руб - 31 552 руб,12 767 руб,31 552 руб
Даймонд Клифф Резорт & Спа,Пхукет,https://www.tripadvisor.ru/Hotel_Review-g297930-d305263-Reviews-Diamond_Cliff_Resort_and_Spa-Patong_Kathu_Phuket.html,16 342 руб,"4,5","4,5",10 761 руб - 19 059 руб,10 761 руб,19 059 руб
